,Rating,Lang,Type,Country,Date,Helpful,translated
355,3,de,Verified,Germany,5/12/2020,,"The otter switches off directly again and the breathing movement no longer works. In addition, the light flickered (if it worked) when the otter didn't cause any problems. Unfortunately, the product was not bought directly via AMAZON so I don't get it replaced. Must now send it back and buy it again - but is now 7 euros more expensive. Very a pity!"
357,4,de,Verified,Germany,11/1/2021,,I ordered the otter as a gift for a become mommy. She was totally thrilled... unfortunately the otter lost the function breathing (bob rises up and down) even before birth. The Amazon customer service was super helpful however and sends a new
358,2,de,Verified,Germany,15/10/2020,,"Sweet otter...but after a very short time the cracking when inhaling becomes very disturbing as the engine noise overall. Really a pity. Great idea, bad implementation."
360,3,de,Verified,Germany,1/3/2021,,"Great otter but just not for this price. It is super nice and also suitable for giving away well, I am simply not so excited because of the price."
361,5,de,Verified,Germany,4/11/2020,,I discovered it by a recommendation and actually ordered it for my two-month-old daughter. What can I say...now my 2.5-year-old daughter confiscates our slumber otter and even my husband finds it absolutely great. He will surely be in use for many years and will be in use for the whole family.
363,5,de,Verified,Germany,16/10/2020,,"The beaver arrived great as a gift. My friend has already told me that the beaver is in action every day, especially at the angle, because her little one is a real fighter in the wrap. With the beaver in the background it is a little easier"
365,5,de,Verified,Germany,10/12/2020,,"I ordered the otter for my six-month-old grandson, tooChristmas, but now my wife doesn't want to give it to me anymore, ""sooo sweet!"""
366,5,de,Verified,Germany,22/12/2020,,"We have been using the otter since the birth of our little sunshine and are totally enthusiastic. Both the melodies as well as the night light and the heartbeat / breathing convince. We have to go to sleep every evening the soothing songs. Also Mama loves the music 😉 We can absolutely recommend the otter. The best ""play clock"" we have known so far."
370,5,de,Verified,Germany,10/11/2020,,"If it is thought to give away, it would prefer to keep it by itself. Really sweet and fluffy animal with great abdominal movement and sounds such as heartbeat, snare, breathing and music is played. Volume can be adjusted."
371,5,de,Verified,Germany,5/11/2020,,"For the grandson bought and the daughter(mother) is happy. I find him great, baby opinion unfortunately I do not know. But he reacts to him according to his mother."
373,5,de,Verified,Germany,10/1/2021,,My 1/2 year old granddaughter got the otter for Christmas and has not slept without it since. Also with the parents the little otter arrived well
374,5,de,Verified,Germany,11/6/2020,,"Our quick and cheerful grandson (Kosenamen Pünkchen) is very enthusiastic and we adults too. Really recommended, especially as a small gift"
375,5,de,Verified,Germany,20/12/2020,,"This cute beaver, not only immitts the breathing, but it makes quite harmonious, soothing, falling asleep, quiet music. Very well suited to give away."
376,5,de,Verified,Germany,5/3/2021,,"Since mid-November 2020 the otter has been in daily use. KIND calms down quickly, still finds the otter interesting and sleeps quickly. Simply great. Everyone is less tense and happy. Super part :)"
377,5,de,Verified,Germany,30/12/2019,,"Yesterday my youngest great-grandson was visiting me, and I presented him the music box afterwards for Christmas. The parents were also thrilled. I can highly recommend this music box.Luise B."
379,5,de,Verified,Germany,5/5/2020,,"I think the otter looks very good, the breath function can be turned off because you hear this something, otherwise everything is top. My little one loves him, he's just 2 months old, the rush seems best."
380,4,de,Verified,Germany,21/06/2020,,Never again without... I thought for a long time if I buy the otter there (as I find it) the price is already very high. But... never again without. My little man loves his otter and (feeling) he is looking forward to it every evening. So with us in the house the purchase definitely more than paid off.
381,2,de,Verified,Germany,16/02/2021,,Although we only have to change the hertones (without movement of the body) every 3 weeks. With our nightlight with music we did not even change the batteries in 6 months. We do not use the slumber otter more often than the nightlight. So you should get a good supply of batteries.
